,1. Buy & Hold,2. VT Buy & Hold,3. Risk Parity,4. RORO Crash,5. 2D Signal,6. RORO 2D,7. VT RORO 2D,8. Multi-Asset,9. Ensemble WFO,10. Full Stack
2019-03-01,1.0547187876013462,1.0383664282816307,1.0229038879735368,1.0598025048850974,1.040353447871353,1.0493828139912702,1.0412299325110914,1.0252032330328178,1.0375289781262484,1.0215643682336115
2019-03-04,1.0508823774113496,1.034406766465485,1.0212172064212328,1.0559476032971855,1.036569289842189,1.0455658127506278,1.0372593511312456,1.0231705971938179,1.0343386080051777,1.019774756646109
2019-03-05,1.049453290567436,1.03292076702753,1.0222608094821217,1.0545116282916371,1.0351596672557228,1.0441439558620116,1.0357692537510232,1.024421256118795,1.0333752037881607,1.0208705504769786
2019-03-06,1.0430966353316617,1.0260508072137018,1.0192455190849217,1.0481243341419941,1.0288895900851938,1.0378194598567214,1.028880348641539,1.0207911954584976,1.0279279110188686,1.0182663884826364
2019-03-07,1.0343707155448865,1.0168695997580695,1.013763082641369,1.0393563556474779,1.0202825179037398,1.0291376857495844,1.0196738221601132,1.014198244090719,1.0209264503449464,1.0139287951439904
2019-03-08,1.0323021572978874,1.0147813233562661,1.0178554391620351,1.0372778270032161,1.0187497913651717,1.0291754775814241,1.0196133459965142,1.0181909374457312,1.0176562420359383,1.018240168433446
2019-03-11,1.0472718106207424,1.0303710182518104,1.0239441958131694,1.052319633668008,1.029139492381961,1.0386551127779968,1.029757294830644,1.0270624339866126,1.0400039811168602,1.0229093501636597
2019-03-12,1.0512211425104336,1.033681402883965,1.0276553790144574,1.0562880012352873,1.031905166619716,1.0424791301779428,1.0334527156448234,1.0326359722901013,1.0447467100432235,1.026492446670802
2019-03-13,1.0581792103542116,1.0398994953166638,1.0347691428468317,1.0632796067861534,1.0367354552890455,1.0480770230792125,1.038715842859482,1.0433480895571863,1.0537060759785102,1.0323334709790117
2019-03-14,1.057502098384561,1.0392838186104434,1.0306559663453214,1.0625992311543175,1.036320450326678,1.0458526761729632,1.0362469968231531,1.0371168225432121,1.0527899791094817,1.0277954615656417
2019-03-15,1.0627270272522849,1.0442480897408595,1.0355265313537245,1.0651737642830117,1.0361222334786395,1.0485435125825424,1.0389391148166802,1.0398479969257444,1.055245491774397,1.0304179165005343
2019-03-18,1.066580166582977,1.0480374443950102,1.036328115697855,1.0648029920563573,1.0362866973252236,1.0481785291160506,1.0385774745079572,1.039719417487503,1.0551884920119317,1.0300592423028623
2019-03-19,1.0668444870059661,1.0482850719627999,1.037267537979419,1.0658125533936231,1.03645118727718,1.0491723284624481,1.0395621708995344,1.0406965400535606,1.0561246843571277,1.0310358623855256
2019-03-20,1.0636337466779815,1.0447791586408999,1.0397642067377484,1.0702521959046105,1.0366157033386527,1.0535426561114913,1.0438924674343655,1.0446655419041155,1.059853589975415,1.0353306425796829
2019-03-21,1.0756469426114235,1.0579757570996235,1.0444531094655485,1.0692834372906468,1.036780245513786,1.0525890224472096,1.0429475688172465,1.044851264341132,1.0600513077272036,1.0343934938570383
